NAMESPACE,NAME,VS,PF,READY,STATUS,RESTARTS,LAST RESTART,CPU,MEM,CPU/R:L,MEM/R:L,%CPU/R,%CPU/L,%MEM/R,%MEM/L,IP,NODE,SERVICEACCOUNT,NOMINATED NODE,READINESS GATES,QOS,LABELS,VALID,AGE
default,timescaledb-1,0,●,1/1,Running,0,<unknown>,115,150,1000:0,8192:0,11,n/a,1,n/a,10.218.51.110,ip-10-218-36-111.ec2.internal,timescaledb,<none>,<none>,BU,app.kubernetes.io/component=systemservices cnpg.io/cluster=timescaledb cnpg.io/instanceName=timescaledb-1 cnpg.io/instanceRole=primary cnpg.io/podRole=instance role=primary,,37m
default,kafka-cluster-cruise-control-5459d85d94-7rm4q,0,●,1/1,Running,3,65s,50,230,0:0,0:0,n/a,n/a,n/a,n/a,10.218.46.62,ip-10-218-58-27.ec2.internal,kafka-cluster-cruise-control,<none>,<none>,BE,app.kubernetes.io/instance=kafka-cluster app.kubernetes.io/managed-by=strimzi-cluster-operator app.kubernetes.io/name=cruise-control app.kubernetes.io/part-of=strimzi-kafka-cluster pod-template-hash=5459d85d94 strimzi.io/cluster=kafka-cluster strimzi.io/component-type=cruise-control strimzi.io/kind=Kafka strimzi.io/name=kafka-cluster-cruise-control,,18m
cattle-logging-system,loki-backend-2,0,●,2/2,Running,0,<unknown>,5,114,0:0,0:0,n/a,n/a,n/a,n/a,10.218.48.41,ip-10-218-58-27.ec2.internal,loki,<none>,<none>,BE,app.kubernetes.io/component=backend app.kubernetes.io/instance=loki app.kubernetes.io/name=loki app.kubernetes.io/part-of=memberlist apps.kubernetes.io/pod-index=2 controller-revision-hash=loki-backend-75f8df5585 statefulset.kubernetes.io/pod-name=loki-backend-2,,13m
cattle-monitoring-system,rancher-monitoring-grafana-785d7c786-tzpws,0,●,4/4,Running,0,<unknown>,5,178,100:0,100:0,5,n/a,178,n/a,10.218.39.4,ip-10-218-58-27.ec2.internal,rancher-monitoring-grafana,<none>,<none>,BU,app.kubernetes.io/instance=rancher-monitoring app.kubernetes.io/name=grafana pod-template-hash=785d7c786,,18m
cattle-monitoring-system,alertmanager-rancher-monitoring-alertmanager-0,0,●,2/2,Running,1,3m55s,3,25,300:1200,150:550,1,0,16,4,10.218.60.226,ip-10-218-58-27.ec2.internal,rancher-monitoring-alertmanager,<none>,<none>,BU,alertmanager=rancher-monitoring-alertmanager app.kubernetes.io/instance=rancher-monitoring-alertmanager app.kubernetes.io/managed-by=prometheus-operator app.kubernetes.io/name=alertmanager app.kubernetes.io/version=0.24.0 apps.kubernetes.io/pod-index=0 controller-revision-hash=alertmanager-rancher-monitoring-alertmanager-7ffd9f7ffb statefulset.kubernetes.io/pod-name=alertmanager-rancher-monitoring-alertmanager-0,,17m
kube-system,kube-proxy-tdpsx,0,●,1/1,Running,0,<unknown>,3,18,100:0,0:0,3,n/a,n/a,n/a,10.218.60.198,ip-10-218-60-198.ec2.internal,kube-proxy,<none>,<none>,BU,controller-revision-hash=65f976f6bf k8s-app=kube-proxy pod-template-generation=2,,20m
secrets-operator,external-secrets-webhook-674d7bdb55-h4xwv,0,●,1/1,Running,0,<unknown>,1,22,0:0,0:0,n/a,n/a,n/a,n/a,10.218.56.253,ip-10-218-53-71.ec2.internal,external-secrets-webhook,<none>,<none>,BE,app.kubernetes.io/instance=external-secrets app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=external-secrets-webhook app.kubernetes.io/version=v0.10.4 helm.sh/chart=external-secrets-0.10.4 pod-template-hash=674d7bdb55,,18m
kube-system,kube-proxy-jzgqt,0,●,1/1,Running,0,<unknown>,1,17,100:0,0:0,1,n/a,n/a,n/a,10.218.82.133,ip-10-218-82-133.ec2.internal,kube-proxy,<none>,<none>,BU,controller-revision-hash=65f976f6bf k8s-app=kube-proxy pod-template-generation=2,,6m15s
cattle-logging-system,rancher-logging-root-fluentbit-qswtj,0,●,1/1,Running,0,<unknown>,2,10,100:200,47:95,2,1,22,11,10.218.65.51,ip-10-218-82-133.ec2.internal,rancher-logging-root-fluentbit,<none>,<none>,BU,app.kubernetes.io/managed-by=rancher-logging-root app.kubernetes.io/name=fluentbit controller-revision-hash=97547c7f7 pod-template-generation=4,,6m15s
elisity-monitoring,dd-agent-7w7cw,0,●,3/3,Running,0,<unknown>,33,406,0:0,0:0,n/a,n/a,n/a,n/a,10.218.95.142,ip-10-218-82-133.ec2.internal,dd-agent,<none>,<none>,BE,agent.datadoghq.com/component=agent agent.datadoghq.com/name=dd agent.datadoghq.com/provider= app.kubernetes.io/component=agent app.kubernetes.io/instance=dd-agent app.kubernetes.io/managed-by=datadog-operator app.kubernetes.io/name=datadog-agent-deployment app.kubernetes.io/part-of=elisity--monitoring-dd app.kubernetes.io/version= controller-revision-hash=797c859984 pod-template-generation=3,,6m1s
kube-system,kube-proxy-4lqr7,0,●,1/1,Running,0,<unknown>,3,17,100:0,0:0,3,n/a,n/a,n/a,10.218.36.111,ip-10-218-36-111.ec2.internal,kube-proxy,<none>,<none>,BU,controller-revision-hash=65f976f6bf k8s-app=kube-proxy pod-template-generation=2,,6m16s
emissary-system,emissary-apiext-54b445b84b-wgdrh,0,●,1/1,Running,0,<unknown>,1,23,0:0,0:0,n/a,n/a,n/a,n/a,10.218.38.75,ip-10-218-60-198.ec2.internal,emissary-apiext,<none>,<none>,BE,app.kubernetes.io/instance=emissary-apiext app.kubernetes.io/managed-by=kubectl_apply_-f_emissary-apiext.yaml app.kubernetes.io/name=emissary-apiext app.kubernetes.io/part-of=emissary-apiext pod-template-hash=54b445b84b,,18m
cattle-monitoring-system,rancher-monitoring-prometheus-node-exporter-w6wjr,0,●,1/1,Running,0,<unknown>,2,8,100:600,60:300,2,0,13,2,10.218.38.218,ip-10-218-38-218.ec2.internal,rancher-monitoring-prometheus-node-exporter,<none>,<none>,BU,app.kubernetes.io/component=metrics app.kubernetes.io/instance=rancher-monitoring app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=prometheus-node-exporter app.kubernetes.io/part-of=prometheus-node-exporter app.kubernetes.io/version=1.3.1 controller-revision-hash=77b779bd8f helm.sh/chart=prometheus-node-exporter-4.2.0 jobLabel=node-exporter pod-template-generation=1 release=rancher-monitoring,,19m
kube-system,aws-node-4ncjx,0,●,2/2,Running,0,<unknown>,2,64,50:0,0:0,4,n/a,n/a,n/a,10.218.115.222,ip-10-218-115-222.ec2.internal,aws-node,<none>,<none>,BU,app.kubernetes.io/instance=aws-vpc-cni app.kubernetes.io/name=aws-node controller-revision-hash=75c9c677b8 k8s-app=aws-node pod-template-generation=3,,6m15s
cattle-monitoring-system,rancher-monitoring-kube-state-metrics-8668d8f855-5rgjl,0,●,1/1,Running,0,<unknown>,1,25,0:0,0:0,n/a,n/a,n/a,n/a,10.218.34.109,ip-10-218-58-27.ec2.internal,rancher-monitoring-kube-state-metrics,<none>,<none>,BE,app.kubernetes.io/component=metrics app.kubernetes.io/instance=rancher-monitoring app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=kube-state-metrics app.kubernetes.io/part-of=kube-state-metrics app.kubernetes.io/version=2.6.0 helm.sh/chart=kube-state-metrics-4.18.0 pod-template-hash=8668d8f855 release=rancher-monitoring,,18m
elisity-monitoring,dd-agent-44dst,0,●,3/3,Running,0,<unknown>,34,366,0:0,0:0,n/a,n/a,n/a,n/a,10.218.44.56,ip-10-218-36-111.ec2.internal,dd-agent,<none>,<none>,BE,agent.datadoghq.com/component=agent agent.datadoghq.com/name=dd agent.datadoghq.com/provider= app.kubernetes.io/component=agent app.kubernetes.io/instance=dd-agent app.kubernetes.io/managed-by=datadog-operator app.kubernetes.io/name=datadog-agent-deployment app.kubernetes.io/part-of=elisity--monitoring-dd app.kubernetes.io/version= controller-revision-hash=797c859984 pod-template-generation=3,,6m
default,elisity-settings-service-854bdfc46b-pdz7r,0,●,2/2,Running,0,<unknown>,13,451,50:500,150:1500,26,2,301,30,10.218.34.92,ip-10-218-58-27.ec2.internal,default,<none>,<none>,BU,app=elisity-settings-service app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=settings-service app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=854bdfc46b,,18m
cattle-logging-system,loki-read-68cfdb99d4-lg5dz,0,●,1/1,Running,0,<unknown>,8,71,0:0,2500:2500,n/a,n/a,2,2,10.218.51.54,ip-10-218-58-27.ec2.internal,loki,<none>,<none>,BU,app.kubernetes.io/component=read app.kubernetes.io/instance=loki app.kubernetes.io/name=loki app.kubernetes.io/part-of=memberlist pod-template-hash=68cfdb99d4,,13m
cattle-logging-system,loki-canary-dpdmn,0,●,1/1,Running,0,<unknown>,1,14,0:0,0:0,n/a,n/a,n/a,n/a,10.218.41.26,ip-10-218-53-71.ec2.internal,loki-canary,<none>,<none>,BE,app.kubernetes.io/component=canary app.kubernetes.io/instance=loki app.kubernetes.io/name=loki controller-revision-hash=559c87c5dc pod-template-generation=1,,20m
kube-system,ebs-csi-node-6v6zx,0,●,3/3,Running,0,<unknown>,1,26,30:0,120:768,3,n/a,21,3,10.218.61.162,ip-10-218-58-27.ec2.internal,ebs-csi-node-sa,<none>,<none>,BU,app=ebs-csi-node app.kubernetes.io/component=csi-driver app.kubernetes.io/instance=aws-ebs-csi-driver app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=aws-ebs-csi-driver app.kubernetes.io/version=1.26.1 controller-revision-hash=789fb667fc helm.sh/chart=aws-ebs-csi-driver-2.26.1 pod-template-generation=3,,6m17s
default,route-injector-k269b,0,●,0/1,ImagePullBackOff,0,<unknown>,0,0,0:0,0:0,n/a,n/a,n/a,n/a,10.218.36.111,ip-10-218-36-111.ec2.internal,default,<none>,<none>,BE,app=elisity-route-injector app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=route-injector app.kubernetes.io/organization=elisity controller-revision-hash=746889dfb6 elisity.io/singleton=true pod-template-generation=146,container ready check failed: 0 of 1,6m
default,postgres-ha-1,0,●,1/1,Running,0,<unknown>,41,426,1000:0,8192:0,4,n/a,5,n/a,10.218.44.41,ip-10-218-58-27.ec2.internal,postgres-ha,<none>,<none>,BU,app.kubernetes.io/component=systemservices cnpg.io/cluster=postgres-ha cnpg.io/instanceName=postgres-ha-1 cnpg.io/instanceRole=replica cnpg.io/podRole=instance role=replica,,5m3s
cattle-logging-system,loki-read-68cfdb99d4-8kq46,0,●,1/1,Running,0,<unknown>,10,88,0:0,2500:2500,n/a,n/a,3,3,10.218.102.156,ip-10-218-115-222.ec2.internal,loki,<none>,<none>,BU,app.kubernetes.io/component=read app.kubernetes.io/instance=loki app.kubernetes.io/name=loki app.kubernetes.io/part-of=memberlist pod-template-hash=68cfdb99d4,,18m
cattle-logging-system,loki-gateway-784579845b-wmp4l,0,●,1/1,Running,0,<unknown>,3,12,0:0,0:0,n/a,n/a,n/a,n/a,10.218.42.36,ip-10-218-58-27.ec2.internal,loki,<none>,<none>,BE,app.kubernetes.io/component=gateway app.kubernetes.io/instance=loki app.kubernetes.io/name=loki pod-template-hash=784579845b,,18m
karpenter,karpenter-575c958579-qrkjl,0,●,1/1,Running,0,<unknown>,1,24,0:0,0:0,n/a,n/a,n/a,n/a,10.218.55.173,ip-10-218-53-71.ec2.internal,karpenter,<none>,<none>,BE,app.kubernetes.io/instance=karpenter app.kubernetes.io/name=karpenter collect_logs=true pod-template-hash=575c958579,,6m54s
default,kafka-cluster-kafka-1,0,●,1/1,Running,0,<unknown>,156,1059,0:0,0:0,n/a,n/a,n/a,n/a,10.218.113.41,ip-10-218-115-222.ec2.internal,kafka-cluster-kafka,<none>,<none>,BE,app.kubernetes.io/instance=kafka-cluster app.kubernetes.io/managed-by=strimzi-cluster-operator app.kubernetes.io/name=kafka app.kubernetes.io/part-of=strimzi-kafka-cluster statefulset.kubernetes.io/pod-name=kafka-cluster-kafka-1 strimzi.io/broker-role=true strimzi.io/cluster=kafka-cluster strimzi.io/component-type=kafka strimzi.io/controller=strimzipodset strimzi.io/controller-name=kafka-cluster-kafka strimzi.io/controller-role=false strimzi.io/kind=Kafka strimzi.io/name=kafka-cluster-kafka strimzi.io/pod-name=kafka-cluster-kafka-1 strimzi.io/pool-name=kafka,,13m
default,kafka-cluster-kafka-controller-5,0,●,1/1,Running,1,105s,96,308,0:0,0:0,n/a,n/a,n/a,n/a,10.218.58.41,ip-10-218-58-27.ec2.internal,kafka-cluster-kafka,<none>,<none>,BE,app.kubernetes.io/instance=kafka-cluster app.kubernetes.io/managed-by=strimzi-cluster-operator app.kubernetes.io/name=kafka app.kubernetes.io/part-of=strimzi-kafka-cluster statefulset.kubernetes.io/pod-name=kafka-cluster-kafka-controller-5 strimzi.io/broker-role=false strimzi.io/cluster=kafka-cluster strimzi.io/component-type=kafka strimzi.io/controller=strimzipodset strimzi.io/controller-name=kafka-cluster-kafka-controller strimzi.io/controller-role=true strimzi.io/kind=Kafka strimzi.io/name=kafka-cluster-kafka strimzi.io/pod-name=kafka-cluster-kafka-controller-5 strimzi.io/pool-name=kafka-controller,,13m
cattle-logging-system,rancher-logging-root-fluentbit-lqd77,0,●,1/1,Running,0,<unknown>,2,16,100:200,47:95,2,1,34,17,10.218.56.223,ip-10-218-36-111.ec2.internal,rancher-logging-root-fluentbit,<none>,<none>,BU,app.kubernetes.io/managed-by=rancher-logging-root app.kubernetes.io/name=fluentbit controller-revision-hash=97547c7f7 pod-template-generation=4,,6m16s
elisity-monitoring,dd-agent-dmdpw,0,●,3/3,Running,0,<unknown>,79,416,0:0,0:0,n/a,n/a,n/a,n/a,10.218.60.154,ip-10-218-58-27.ec2.internal,dd-agent,<none>,<none>,BE,agent.datadoghq.com/component=agent agent.datadoghq.com/name=dd agent.datadoghq.com/provider= app.kubernetes.io/component=agent app.kubernetes.io/instance=dd-agent app.kubernetes.io/managed-by=datadog-operator app.kubernetes.io/name=datadog-agent-deployment app.kubernetes.io/part-of=elisity--monitoring-dd app.kubernetes.io/version= controller-revision-hash=797c859984 pod-template-generation=3,,6m3s
kube-system,aws-node-xmn9k,0,●,2/2,Running,0,<unknown>,3,64,50:0,0:0,6,n/a,n/a,n/a,10.218.60.198,ip-10-218-60-198.ec2.internal,aws-node,<none>,<none>,BU,app.kubernetes.io/instance=aws-vpc-cni app.kubernetes.io/name=aws-node controller-revision-hash=75c9c677b8 k8s-app=aws-node pod-template-generation=3,,21m
cnpg-system,cloudnative-pg-c64cbd4d-xn6d6,0,●,1/1,Running,0,<unknown>,3,88,0:0,0:0,n/a,n/a,n/a,n/a,10.218.46.70,ip-10-218-60-198.ec2.internal,cloudnative-pg,<none>,<none>,BE,app.kubernetes.io/instance=cloudnative-pg app.kubernetes.io/name=cloudnative-pg pod-template-hash=c64cbd4d,,18m
kube-system,efs-csi-node-n7lg4,0,●,3/3,Running,0,<unknown>,2,39,0:0,0:0,n/a,n/a,n/a,n/a,10.218.36.111,ip-10-218-36-111.ec2.internal,efs-csi-node-sa,<none>,<none>,BE,app=efs-csi-node app.kubernetes.io/instance=aws-efs-csi-driver app.kubernetes.io/name=aws-efs-csi-driver controller-revision-hash=86547f8f95 pod-template-generation=1,,6m16s
default,kafka-cluster-kafka-2,0,●,1/1,Running,1,104s,201,750,0:0,0:0,n/a,n/a,n/a,n/a,10.218.57.5,ip-10-218-58-27.ec2.internal,kafka-cluster-kafka,<none>,<none>,BE,app.kubernetes.io/instance=kafka-cluster app.kubernetes.io/managed-by=strimzi-cluster-operator app.kubernetes.io/name=kafka app.kubernetes.io/part-of=strimzi-kafka-cluster statefulset.kubernetes.io/pod-name=kafka-cluster-kafka-2 strimzi.io/broker-role=true strimzi.io/cluster=kafka-cluster strimzi.io/component-type=kafka strimzi.io/controller=strimzipodset strimzi.io/controller-name=kafka-cluster-kafka strimzi.io/controller-role=false strimzi.io/kind=Kafka strimzi.io/name=kafka-cluster-kafka strimzi.io/pod-name=kafka-cluster-kafka-2 strimzi.io/pool-name=kafka,,18m
default,elisity-logging-service-567b9bb89f-bjhvd,0,●,1/1,Running,0,<unknown>,103,636,0:0,100:4000,n/a,n/a,636,15,10.218.33.190,ip-10-218-58-27.ec2.internal,default,<none>,<none>,BU,app=elisity-logging-service app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=logging app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=567b9bb89f,,18m
kube-system,efs-csi-controller-5bbb748b69-7hkl6,0,●,3/3,Running,0,<unknown>,3,43,0:0,0:0,n/a,n/a,n/a,n/a,10.218.34.189,ip-10-218-53-71.ec2.internal,efs-csi-controller-sa,<none>,<none>,BE,app=efs-csi-controller app.kubernetes.io/instance=aws-efs-csi-driver app.kubernetes.io/name=aws-efs-csi-driver pod-template-hash=5bbb748b69,,18m
default,elisity-nflowsearch-657dd9db6f-fprnb,0,●,1/1,Running,0,<unknown>,1,20,0:0,100:1000,n/a,n/a,20,2,10.218.44.130,ip-10-218-36-111.ec2.internal,default,<none>,<none>,BU,app=elisity-nflowsearch app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=nflowsearch app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=657dd9db6f,,37m
kube-system,ebs-csi-node-qf5hp,0,●,3/3,Running,0,<unknown>,1,19,30:0,120:768,3,n/a,16,2,10.218.46.251,ip-10-218-38-218.ec2.internal,ebs-csi-node-sa,<none>,<none>,BU,app=ebs-csi-node app.kubernetes.io/component=csi-driver app.kubernetes.io/instance=aws-ebs-csi-driver app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=aws-ebs-csi-driver app.kubernetes.io/version=1.26.1 controller-revision-hash=789fb667fc helm.sh/chart=aws-ebs-csi-driver-2.26.1 pod-template-generation=3,,19m
default,elisity-nanove-service-54bd55dc9-6k6rd,0,●,1/1,Running,0,<unknown>,2,24,0:0,100:1000,n/a,n/a,24,2,10.218.54.20,ip-10-218-58-27.ec2.internal,default,<none>,<none>,BU,app=elisity-nanove-service app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=nanove-service app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=54bd55dc9,,18m
kafka-operator,strimzi-cluster-operator-7689f56bc7-smckd,0,●,1/1,Running,0,<unknown>,312,275,0:0,0:0,n/a,n/a,n/a,n/a,10.218.54.184,ip-10-218-53-71.ec2.internal,strimzi-cluster-operator,<none>,<none>,BE,name=strimzi-cluster-operator pod-template-hash=7689f56bc7 strimzi.io/kind=cluster-operator,,18m
kube-system,kube-proxy-ndptj,0,●,1/1,Running,0,<unknown>,3,19,100:0,0:0,3,n/a,n/a,n/a,10.218.115.222,ip-10-218-115-222.ec2.internal,kube-proxy,<none>,<none>,BU,controller-revision-hash=65f976f6bf k8s-app=kube-proxy pod-template-generation=2,,6m15s
cnpg-system,cloudnative-pg-c64cbd4d-mh7jc,0,●,1/1,Running,0,<unknown>,1,22,0:0,0:0,n/a,n/a,n/a,n/a,10.218.55.49,ip-10-218-38-218.ec2.internal,cloudnative-pg,<none>,<none>,BE,app.kubernetes.io/instance=cloudnative-pg app.kubernetes.io/name=cloudnative-pg pod-template-hash=c64cbd4d,,18m
default,kafka-cluster-kafka-exporter-77fd96c8f6-h9xtz,0,●,1/1,Running,0,<unknown>,7,8,0:0,0:0,n/a,n/a,n/a,n/a,10.218.51.143,ip-10-218-58-27.ec2.internal,kafka-cluster-kafka-exporter,<none>,<none>,BE,app.kubernetes.io/instance=kafka-cluster app.kubernetes.io/managed-by=strimzi-cluster-operator app.kubernetes.io/name=kafka-exporter app.kubernetes.io/part-of=strimzi-kafka-cluster pod-template-hash=77fd96c8f6 strimzi.io/cluster=kafka-cluster strimzi.io/component-type=kafka-exporter strimzi.io/kind=Kafka strimzi.io/name=kafka-cluster-kafka-exporter,,18m
secrets-operator,external-secrets-cert-controller-67c84b89f-tg298,0,●,1/1,Running,0,<unknown>,1,28,0:0,0:0,n/a,n/a,n/a,n/a,10.218.49.69,ip-10-218-38-218.ec2.internal,external-secrets-cert-controller,<none>,<none>,BE,app.kubernetes.io/instance=external-secrets app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=external-secrets-cert-controller app.kubernetes.io/version=v0.10.4 helm.sh/chart=external-secrets-0.10.4 pod-template-hash=67c84b89f,,18m
karpenter,karpenter-575c958579-q5sc2,0,●,1/1,Running,0,<unknown>,15,154,0:0,0:0,n/a,n/a,n/a,n/a,10.218.52.83,ip-10-218-38-218.ec2.internal,karpenter,<none>,<none>,BE,app.kubernetes.io/instance=karpenter app.kubernetes.io/name=karpenter collect_logs=true pod-template-hash=575c958579,,6m54s
kube-system,ebs-csi-node-xmxlb,0,●,3/3,Running,0,<unknown>,1,21,30:0,120:768,3,n/a,18,2,10.218.34.207,ip-10-218-36-111.ec2.internal,ebs-csi-node-sa,<none>,<none>,BU,app=ebs-csi-node app.kubernetes.io/component=csi-driver app.kubernetes.io/instance=aws-ebs-csi-driver app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=aws-ebs-csi-driver app.kubernetes.io/version=1.26.1 controller-revision-hash=789fb667fc helm.sh/chart=aws-ebs-csi-driver-2.26.1 pod-template-generation=3,,6m16s
default,elisity-nflowinjest-69c467fdf8-d29vh,0,●,1/1,Running,0,<unknown>,2,13,0:0,100:3000,n/a,n/a,13,0,10.218.47.207,ip-10-218-36-111.ec2.internal,default,<none>,<none>,BU,app=elisity-nflowinjest app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=nflowinjest app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=69c467fdf8,,37m
cattle-monitoring-system,rancher-monitoring-prometheus-node-exporter-gjtpd,0,●,1/1,Running,0,<unknown>,1,8,100:600,60:300,1,0,13,2,10.218.53.71,ip-10-218-53-71.ec2.internal,rancher-monitoring-prometheus-node-exporter,<none>,<none>,BU,app.kubernetes.io/component=metrics app.kubernetes.io/instance=rancher-monitoring app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=prometheus-node-exporter app.kubernetes.io/part-of=prometheus-node-exporter app.kubernetes.io/version=1.3.1 controller-revision-hash=77b779bd8f helm.sh/chart=prometheus-node-exporter-4.2.0 jobLabel=node-exporter pod-template-generation=1 release=rancher-monitoring,,21m
default,ccc-exporter-5d4bfc9966-ptsmq,0,●,1/1,Running,0,<unknown>,4,19,0:0,64:256,n/a,n/a,30,7,10.218.36.4,ip-10-218-58-27.ec2.internal,default,<none>,<none>,BU,app=ccc-exporter app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=ccc-exporter app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=5d4bfc9966,,18m
emissary,emissary-ingress-6f99c56c54-gdmsb,0,●,1/1,Running,0,<unknown>,12,409,200:1000,300:800,6,1,136,51,10.218.41.43,ip-10-218-58-27.ec2.internal,emissary-ingress,<none>,<none>,BU,app.kubernetes.io/instance=emissary-ingress app.kubernetes.io/managed-by=getambassador.io app.kubernetes.io/name=emissary-ingress app.kubernetes.io/part-of=emissary-ingress pod-template-hash=6f99c56c54 product=aes profile=main,,18m
cattle-monitoring-system,rancher-monitoring-prometheus-node-exporter-b6774,0,●,1/1,Running,0,<unknown>,2,8,100:600,60:300,2,0,14,2,10.218.36.111,ip-10-218-36-111.ec2.internal,rancher-monitoring-prometheus-node-exporter,<none>,<none>,BU,app.kubernetes.io/component=metrics app.kubernetes.io/instance=rancher-monitoring app.kubernetes.io/managed-by=Helm app.kubernetes.io/name=prometheus-node-exporter app.kubernetes.io/part-of=prometheus-node-exporter app.kubernetes.io/version=1.3.1 controller-revision-hash=77b779bd8f helm.sh/chart=prometheus-node-exporter-4.2.0 jobLabel=node-exporter pod-template-generation=1 release=rancher-monitoring,,6m16s
default,elisity-serviceability-6985db45f4-6wmw4,0,●,0/1,Running,0,<unknown>,0,95,0:0,100:4000,n/a,n/a,95,2,10.218.35.3,ip-10-218-36-111.ec2.internal,serviceability,<none>,<none>,BU,admission.datadoghq.com/enabled=true app=elisity-serviceability app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=serviceability app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=6985db45f4,container ready check failed: 0 of 1,37m
default,keycloak-migrate-5d5jn,0,●,0/1,Completed,0,<unknown>,0,0,0:0,0:0,n/a,n/a,n/a,n/a,10.218.76.134,ip-10-218-82-133.ec2.internal,exec,<none>,<none>,BE,app=keycloak-migrate app.kubernetes.io/component=systemservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=keycloak-migrate app.kubernetes.io/organization=elisity batch.kubernetes.io/controller-uid=33f7d4ea-b23b-439c-be74-8290ec700fab batch.kubernetes.io/job-name=keycloak-migrate controller-uid=33f7d4ea-b23b-439c-be74-8290ec700fab job-name=keycloak-migrate,,4m58s
default,elisity-api-gateway-service-6b75994479-7tchz,0,●,1/1,Running,0,<unknown>,1,186,50:250,32:256,2,0,582,72,10.218.51.71,ip-10-218-58-27.ec2.internal,default,<none>,<none>,BU,app=elisity-api-gateway-service app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=elisity-api-gateway-service app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=6b75994479,,18m
emissary,emissary-ingress-agent-84c46c946f-5mkfv,0,●,1/1,Running,0,<unknown>,1,12,0:0,0:0,n/a,n/a,n/a,n/a,10.218.53.23,ip-10-218-58-27.ec2.internal,emissary-ingress-agent,<none>,<none>,BE,app.kubernetes.io/instance=emissary-ingress app.kubernetes.io/managed-by=getambassador.io app.kubernetes.io/name=emissary-ingress-agent app.kubernetes.io/part-of=emissary-ingress pod-template-hash=84c46c946f product=aes,,18m
kube-system,coredns-6fc6d8679f-4ckzd,0,●,1/1,Running,0,<unknown>,7,19,100:0,70:170,7,n/a,27,11,10.218.42.189,ip-10-218-60-198.ec2.internal,coredns,<none>,<none>,BU,eks.amazonaws.com/component=coredns k8s-app=kube-dns pod-template-hash=6fc6d8679f,,18m
default,elisity-nflowcore-6b74d96d84-8qbfj,0,●,1/1,Running,0,<unknown>,1,9,0:0,100:3000,n/a,n/a,9,0,10.218.38.63,ip-10-218-36-111.ec2.internal,default,<none>,<none>,BU,app=elisity-nflowcore app.kubernetes.io/component=elisityservices app.kubernetes.io/managed-by=Kustomize app.kubernetes.io/name=nflowcore app.kubernetes.io/organization=elisity elisity.io/singleton=true pod-template-hash=6b74d96d84,,37m
emissary,emissary-ingress-tls-7b4766bb-92jxc,0,●,1/1,Running,0,<unknown>,9,377,200:1000,300:1228,4,0,125,30,10.218.49.62,ip-10-218-58-27.ec2.internal,emissary-ingress,<none>,<none>,BU,app.kubernetes.io/instance=emissary-ingress-tls app.kubernetes.io/managed-by=getambassador.io app.kubernetes.io/name=emissary-ingress-tls app.kubernetes.io/part-of=emissary-ingress pod-template-hash=7b4766bb product=aes profile=main,,18m
kube-system,metrics-server-5dc9dbbd5b-fmfsw,0,●,1/1,Running,0,<unknown>,4,26,100:0,200:0,4,n/a,13,n/a,10.218.51.152,ip-10-218-58-27.ec2.internal,metrics-server,<none>,<none>,BU,app.kubernetes.io/instance=metrics-server app.kubernetes.io/name=metrics-server pod-template-hash=5dc9dbbd5b,,18m
cattle-system,cattle-cluster-agent-57c4c6b7f9-6bttb,0,●,1/1,Running,0,<unknown>,103,681,0:0,0:0,n/a,n/a,n/a,n/a,10.218.32.167,ip-10-218-58-27.ec2.internal,cattle,<none>,<none>,BE,app=cattle-cluster-agent pod-template-hash=57c4c6b7f9,,18m
